policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_last_updated,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
211000383,IND,Country,India,Grants and subsidies,"Buildings, Heating and cooling, Hot water and cooking","Energy efficiency, Renewables",In force,2018,,,Unknown,,2018,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000385,EUE,Country,European Union,"Information provision, Policy support","Transport, Light-duty vehicles","Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",In force,2000,,,Unknown,,2000,2021,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
211000388,FRA,Country,France,Other mandatory requirements,"Transport, Low-emissions mobility",Other low-carbon technologies and fuel switch,In force,2015,,,Unknown,,2015,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
211000391,GBR,Country,United Kingdom,"Strategic planning, Formal & legally binding energy efficiency target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Non-energy use, Other low-carbon technologies and fuel switch",In force,2016,,2032,Unknown,,2016,2032,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000392,ZAF,Country,South Africa,CO2 taxes,"Transport, Light-duty vehicles","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",In force,2010,,,Unknown,,2010,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,2
211000393,DEU,Country,Germany,Regulatory Instruments,"Electricity and heat, CCS",Other low-carbon technologies and fuel switch,In force,2012,,,Unknown,,2012,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000394,CAN,Country,Canada,"RD&D funding, Infrastructure investments","Electricity and heat, CCS, Industry, Industrial process CO2",Other low-carbon technologies and fuel switch,In force,2014,,,Unknown,,2014,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,2
211000397,JPN,Country,Japan,"Policy support, GHG emission reduction crediting and offsetting mechanism, Institutional creation",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2005,,,Unknown,,2005,2021,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000399,USA,Country,United States of America,"Information and education, Information provision","Electricity and heat, Buildings, Transport, Industry, General",Non-energy use,In force,1982,,,Unknown,,1982,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,5,1
211000400,ZAF,Country,South Africa,"CO2 taxes, Economic instruments, Fiscal or financial incentives","Industry, Transport, Electricity and heat, Agriculture and forestry, Buildings","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2019,2019,,High,,2019,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,5,2
211000401,GBR,Country,United Kingdom,"Other mandatory requirements, Obligation schemes","Electricity and heat, Buildings",Energy efficiency,Ended,2008,,2012,Unknown,,2008,2012,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,1
211000402,AUS,Country,Australia,"GHG emission reduction crediting and offsetting mechanism, Advice or aid in implementation, Information provision, Strategic planning, Product standards, Research & Development and Deployment (RD&D), Demonstration project, Research programme","Agriculture and forestry, Agricultural CH4, Agricultural CO2, Agricultural N2O, Forestry","Non-energy use, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",Ended,2011,,2017,Unknown,,2011,2017,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,1,2
211000403,AUS,Country,Australia,"Institutional creation, GHG emission reduction crediting and offsetting mechanism","Agriculture and forestry, Forestry, Agricultural CO2, Agricultural N2O, Agricultural CH4","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",Superseded,2014,,2015,Unknown,,2014,2015,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,1,2
